what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1287580352360
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1287580352360
java.version,sysinfo,,,"1.6.0_21",1287580352360
java.vm.info,sysinfo,,,"mixed mode",1287580352360
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1287580352360
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1287580352360
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287580352360
java.vm.specification.version,sysinfo,,,"1.0",1287580352360
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1287580352360
java.vm.version,sysinfo,,,"17.0-b17",1287580352360
started,bundle,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef",1287580353936
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1287580353983
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1287580354061
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1287580354076
started,bundle,org.eclipse.graphiti,0.7.0.v20101001-1238,"org.eclipse.graphiti",1287580354092
started,bundle,org.eclipse.graphiti.ui,0.7.0.v20101005-1338,"org.eclipse.graphiti.ui",1287580354092
started,bundle,org.eclipse.graphiti.examples.common,0.7.0.v20101001-1402,"org.eclipse.graphiti.examples.common",1287580354092
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1287580358975
started,bundle,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.editor",1287580358975
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1287580358975
started,bundle,org.eclipse.emf.ecore.edit,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.edit",1287580359068
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1287580359115
started,bundle,org.eclipse.graphiti.examples.libary.mm,1.0.0,"org.eclipse.graphiti.examples.libary.mm",1287580359661
opened,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1287580359802
